season,episode,character,line
1,2,Eleanor Shellstrop,Where did you get a chalkboard?
1,2,Chidi Anagonye,"It's The Good Place, you can get anything you want at any time."
1,2,Eleanor Shellstrop,And you chose a chalkboard?
1,2,Eleanor Shellstrop,What are you reading?
1,2,Chidi Anagonye,The Metaphysics of Morals by Immanuel Kant.
1,2,Chidi Anagonye,It's a treatise on the aesthetic preconditions of the mind's receptivity to duty.
1,2,Chidi Anagonye,It's a book on how to act good.
1,2,Eleanor Shellstrop,"Oh, great!"
1,2,Eleanor Shellstrop,So you've decided to help me?
1,2,Chidi Anagonye,I don't know.
1,2,Chidi Anagonye,There's a thousand questions.
1,2,Chidi Anagonye,Is there a moral imperative to help you?
1,2,Eleanor Shellstrop,Hmm.
1,2,Chidi Anagonye,Do I have a greater obligation to my community?
1,2,Chidi Anagonye,"Are you taking someone else's spot, someone who deserves to be here?"
1,2,Eleanor Shellstrop,Ooh!
1,2,Eleanor Shellstrop,"On that question, I honestly think I was just put here by mistake."
1,2,Eleanor Shellstrop,"Because Michael called me Eleanor Shellstrop, so he knows I'm me."
1,2,Eleanor Shellstrop,"He's just wrong about my overall ""quality"" level."
1,2,Eleanor Shellstrop,"Please, help me, man."
1,2,Eleanor Shellstrop,I swear I am worth it.
1,2,Chidi Anagonye,Tell me one fact that you know about me.
1,2,Chidi Anagonye,"I mean, we spent the whole day together."
1,2,Chidi Anagonye,You must remember something.
1,2,Chidi Anagonye,What country am I from?
1,2,Eleanor Shellstrop,Is it racist if I say Africa?
1,2,Chidi Anagonye,"Yes, and Africa is not a country."
1,2,Chidi Anagonye,I am from Senegal.
1,2,Chidi Anagonye,Do I have any siblings?
1,2,Chidi Anagonye,Where did I go to college?
1,2,Eleanor Shellstrop,Trick question.
1,2,Eleanor Shellstrop,You didn't.
1,2,Chidi Anagonye,I was literally a college professor.
1,2,Chidi Anagonye,Do you not remember one single thing about me?
1,2,Eleanor Shellstrop,"Dude, things have been nuts around here."
1,2,Eleanor Shellstrop,I bet you don't know anything about me.
1,2,Chidi Anagonye,You were born in Phoenix.
1,2,Chidi Anagonye,You went to school in Tempe.
1,2,Chidi Anagonye,You're an only child.
1,2,Chidi Anagonye,"Your favorite show is something called The Real Housewives of Atlanta, and your favorite book is Kendall Jenner's Instagram feed."
1,2,Eleanor Shellstrop,How did you know all that?
1,2,Chidi Anagonye,Because you are constantly talking about yourself.
1,2,Chidi Anagonye,You are the most self-obsessed person I have ever met.
1,2,Eleanor Shellstrop,You should see Kendall Jenner's Instagram feed.
1,2,Chidi Anagonye,"Okay, this is my fear about you, Eleanor."
1,2,Chidi Anagonye,You are too selfish to ever be a good person.
1,2,Eleanor Shellstrop,"Well, I think you're wrong."
1,2,Chidi Anagonye,"What country am I from, again?"
1,2,Eleanor Shellstrop,Sensodyne.
1,2,Chidi Anagonye,That is a brand of toothpaste.
1,2,Chidi Anagonye,"Look, the only thing that you are concerned with is your own happiness."
1,2,Chidi Anagonye,That's your problem.
1,2,Eleanor Shellstrop,"Okay, names in the hat."
1,2,Eleanor Shellstrop,Time to pick a designated driver.
1,2,Eleanor Shellstrop,And the loser is Betsy.
1,2,Betsy,"Wait, you never get picked, and you're always the one who draws the name."
1,2,Betsy,Let me see that.
1,2,Eleanor Shellstrop,There's no need.
1,2,Eleanor Shellstrop,"Everyone here believes in my integrity 100%, right, guys?"
1,2,Betsy,Give it to me.
1,2,Eleanor Shellstrop,"For the record I did that out of principle, because it absolutely had your name on it."
1,2,Betsy,"If I check the other ones, I can figure it out by process of elimination."
1,2,Eleanor Shellstrop,"Again, out of principle."
1,2,Eleanor Shellstrop,"Let it wash over you, Betsy."
1,2,Eleanor Shellstrop,This is what integrity looks like.
1,2,Michael,"All right, everyone, let's get started."
1,2,Michael,Things have settled down.
1,2,Michael,Phew!
1,2,Michael,"So hopefully, we're off and running."
1,2,Michael,"Welcome to orientation, day two."
1,2,Michael,"Now, today we're gonna start with something that everyone has always wanted to do."
1,2,Michael,Flying.
1,2,Michael,"Now that you're dead, let's live a little, right?"
1,2,Tahani Al-Jamil,"Uh, sorry."
1,2,Tahani Al-Jamil,"Uh, Michael?"
1,2,Tahani Al-Jamil,If if I might?
1,2,Tahani Al-Jamil,"I was just thinking, earlier today in all of the chaos, large swaths of this neighborhood were destroyed."
1,2,Tahani Al-Jamil,We thought perhaps some of us could volunteer to help clean up the debris.
1,2,Tahani Al-Jamil,"You know, it's quite a fun way to band together as a community, isn't that right, Jianyu?"
1,2,Tahani Al-Jamil,"Oh, uh, yeah, sorry."
1,2,Tahani Al-Jamil,"For those of you who don't know, my soulmate, Jianyu here, is a Buddhist monk."
1,2,Tahani Al-Jamil,"He took a vow of silence that he's still observing, even here, in The Good Place."
1,2,Tahani Al-Jamil,It's truly inspiring.
1,2,Michael,"Well, Tahani, it's not really your job to clean up, but I suppose there's no harm if you really want to."
1,2,Tahani Al-Jamil,"Oh, well, hurrah."
1,2,Tahani Al-Jamil,"We need about, uh, 12 volunteers."
1,2,Michael,Oh!
1,2,Eleanor Shellstrop,I can't believe all these people are passing on flying to pick up garbage all day.
1,2,Eleanor Shellstrop,"Have fun, nerds."
1,2,Eleanor Shellstrop,I'll be soaring through the air like a forkin' bird.
1,2,Chidi Anagonye,Eleanor and I would love to help.
1,2,Tahani Al-Jamil,Ah.
1,2,Tahani Al-Jamil,"Hurrah, hurrah."
1,2,Tahani Al-Jamil,Yay.
1,2,Eleanor Shellstrop,Dude.
1,2,Chidi Anagonye,You want to prove you're not selfish?
1,2,Chidi Anagonye,Here's the perfect test.
1,2,Chidi Anagonye,"There's something fun that you want to do, and then there's something less fun that people are doing for the common good."
1,2,Chidi Anagonye,Which do you choose?
1,2,Janet,Have fun.
1,2,Man 1,Hey!
1,2,Man 2,"Oh, hey!"
1,2,Man 3,"Aw, yeah!"
1,2,Man 4,All right!
1,2,Jessica,Whoo!
1,2,Eleanor Shellstrop,"Hey, up there."
1,2,Eleanor Shellstrop,"Having fun, or does it maybe suck, probably?"
1,2,Jessica,"Well, I wouldn't call it fun."
1,2,Jessica,"I'd say it's like 50 million simultaneous orgasms, but better."
1,2,Jessica,How's volunteer garbage pickup?
1,2,Eleanor Shellstrop,About the same.
1,2,Jessica,Great!
1,2,Jessica,Whee!
1,2,Tahani Al-Jamil,"You know, this really reminds me of my time in Vietnam, picking up mortar shells with my godmother, Diana."
1,2,Tahani Al-Jamil,Doesn't really matter of what she's a princess of.
1,2,Tahani Al-Jamil,It's not really important.
1,2,Michael,Tahani!
1,2,Michael,How goes the cleaning?
1,2,Tahani Al-Jamil,"Oh, swimmingly, Michael."
1,2,Tahani Al-Jamil,"And I have to say this neighborhood that you've built is truly a masterpiece, the likes of which I've never seen."
1,2,Tahani Al-Jamil,And I've been to Johnny Depp's private bird sanctuary.
1,2,Michael,"Well, thank you."
1,2,Michael,That's very kind of you to say.
1,2,Michael,But it's also dead wrong.
1,2,Michael,This neighborhood is a disaster.
1,2,Michael,"See, I must have made a mistake somewhere."
1,2,Michael,"And it led to all this chaos, and now I'm just I'm just terrified that it's gonna happen again."
1,2,Michael,"I'm trying to put a good face on uh, well, this face that I've constructed for myself."
1,2,Michael,"But the truth is, I I'm just miserable."
1,2,Michael,I have to go.
1,2,Michael,Thank you so much for your service.
1,2,Tahani Al-Jamil,"Oh, no."
1,2,Tahani Al-Jamil,Powerful people do not handle failure well.
1,2,Tahani Al-Jamil,Michael could be heading for a total meltdown.
1,2,Tahani Al-Jamil,"Soulmate, are you thinking what I'm thinking?"
1,2,Tahani Al-Jamil,Should we say it at the same time?
1,2,Tahani Al-Jamil,All right.
1,2,Tahani Al-Jamil,"One, two, three."
1,2,Tahani Al-Jamil,We must help Michael.
1,2,Tahani Al-Jamil,"Oh, you sly devil."
1,2,Tahani Al-Jamil,"You're going to keep me on my toes, aren't you?"
1,2,Tahani Al-Jamil,"All right, come on."
1,2,Tahani Al-Jamil,Let's go.
1,2,Antonio,"Oh, boy!"
1,2,Eleanor Shellstrop,"Hey, Gunnar! Hey, Antonio!"
1,2,Gunnar,"Hey, Eleanor. Isn't this great?"
1,2,Eleanor Shellstrop,"Uh, yeah."
1,2,Eleanor Shellstrop,"When I thought of the afterlife, I totally pictured being an unpaid, non-flying janitor."
1,2,Antonio,"Us, too!"
1,2,Eleanor Shellstrop,You guys are so fun.
1,2,Eleanor Shellstrop,Just relentlessly fun.
1,2,Eleanor Shellstrop,"I keep thinking, ""When are they gonna stop being fun?"""
1,2,Eleanor Shellstrop,And the answer is never.
1,2,Eleanor Shellstrop,You're never gonna stop.
1,2,Eleanor Shellstrop,"Well, I have had a pretty full day of being unselfish."
1,2,Eleanor Shellstrop,I've made some new friends.
1,2,Eleanor Shellstrop,My area's almost garbage-free.
1,2,Eleanor Shellstrop,"So you're gonna help me figure out how to stay, right?"
1,2,Chidi Anagonye,"Well, that is a really tough question."
1,2,Chidi Anagonye,"Most great philosophers would say helping you is pointless, that you can't try to be good, especially when your motivations are so obviously corrupt."
1,2,Eleanor Shellstrop,"Yeah, but what do most great philosophers know?"
1,2,Chidi Anagonye,"On the other hand, Aristotle thought that moral virtue is something that you could get better at."
1,2,Chidi Anagonye,He he compared it to playing the flute.
1,2,Chidi Anagonye,"The more you practice, the more you improve."
1,2,Eleanor Shellstrop,Aristotle!
1,2,Eleanor Shellstrop,"That's my boy, right there."
1,2,Eleanor Shellstrop,He was the best.
1,2,Eleanor Shellstrop,"I mean, most people agree he was the best one."
1,2,Eleanor Shellstrop,"So it sounds to me like you are onboard the ""Help Eleanor"" train."
1,2,Chidi Anagonye,"Well, I've narrowed it down to two possibilities, yes and no."
1,2,Eleanor Shellstrop,"Well, no worries."
1,2,Eleanor Shellstrop,Just hit me up when you're done weighing my life in your hands.
1,2,Eleanor Shellstrop,I'll just keep doing what I do best: being super considerate and selfless.
1,2,Eleanor Shellstrop,"Hey, guys."
1,2,Betsy,"Okay, Eleanor, reminder."
1,2,Betsy,"We switched to a rotating system for choosing a designated driver, and it's your turn."
1,2,Eleanor Shellstrop,Got it.
1,2,Eleanor Shellstrop,"Full disclosure, I forgot we were doing this new system."
1,2,Eleanor Shellstrop,I got off work early.
1,2,Eleanor Shellstrop,"I've been here for about an hour, and I'm already pretty drunk."
1,2,Betsy,Someone else will do it.
1,2,Eleanor Shellstrop,Good call.
1,2,Eleanor Shellstrop,Guess the only place I'll be driving is through the giant loophole in the system I accidentally discovered.
1,2,Eleanor Shellstrop,Whoo!
1,2,Tahani Al-Jamil,"I can't believe they've managed to mix one million flavors together, and yet, somehow, I can taste each individual one."
1,2,Tahani Al-Jamil,It's remarkable.
1,2,Michael,I got no-flavor.
1,2,Michael,"It's all I deserve, really."
1,2,Tahani Al-Jamil,No.
1,2,Michael,"Look, I I appreciate you trying to cheer me up."
1,2,Michael,"I really do, but you don't understand."
1,2,Michael,This was the very first neighborhood that I got to design.
1,2,Michael,"It was my chance to prove myself, and now I've blown it."
1,2,Tahani Al-Jamil,"You know, sometimes a flaw can make something even more beautiful, like with Cindy Crawford and how short she is."
1,2,Michael,"Oh, Tahani, if I made one tiny mistake in my design, if there's a single glitch in the system, if even one blade of grass is angled a fraction of a degree off the whole neighborhood is compromised."
1,2,Michael,Whose dog is that?
1,2,Michael,"Guys, whose dog is that?"
1,2,Michael,Whose dog is that?
1,2,Michael,"See, this is one of those glitches I was talking about."
1,2,Michael,"Nice try, puppy!"
1,2,Michael,Phew!
1,2,Michael,That was a close one.
1,2,Pevita,Teacup!
1,2,Pevita,"Hey, have you seen my dog?"
1,2,Eleanor Shellstrop,Shouldn't these be magical trash bags?
1,2,Janet,"Five more minutes, flyers!"
1,2,Janet,Five more minutes!
1,2,Eleanor Shellstrop,"Oh, man, really?"
1,2,Eleanor Shellstrop,"Janet, I'm finished with cleanup, and I'm ready to fly."
1,2,Eleanor Shellstrop,How do I start?
1,2,Janet,Hop on the launch pad and conjure an image that brings you pure joy.
1,2,Janet,Some people think of their wedding day or favorite vacation spot.
1,2,Eleanor Shellstrop,People puking on roller coasters.
1,2,Eleanor Shellstrop,People puking on roller coasters.
1,2,Eleanor Shellstrop,It's working!
1,2,Eleanor Shellstrop,Ow!
1,2,Eleanor Shellstrop,What the fork?
1,2,Eleanor Shellstrop,"Janet, any chance this is a scheduled trash storm?"
1,2,Michael,"So here's the situation, Pevita."
1,2,Michael,I kind of kicked your dog into the sun.
1,2,Michael,But I got her back.
1,2,Michael,Everything everything seems fine.
1,2,Pevita,"Teacup, thank goodness you're okay."
1,2,Michael,"Everyone, it is merely a construct of a dog."
1,2,Michael,It feels no pain or joy or love.
1,2,Pevita,Teacup doesn't love me?
1,2,Michael,Oh!
1,2,Michael,"Oh, no, no, no, no, no, it definitely feels love."
1,2,Michael,Do you actually want a dog that loves you a little bit more?
1,2,Michael,Because I can kick her right back into the sun and get you another one just like that.
1,2,Pevita,No!
1,2,Michael,"Oh, boy."
1,2,Michael,I'm making things worse.
1,2,Tahani Al-Jamil,"Okay, all right, that's all right."
1,2,Tahani Al-Jamil,Breathe.
1,2,Tahani Al-Jamil,Breathe.
1,2,Tahani Al-Jamil,Do you breathe?
1,2,Tahani Al-Jamil,"If you do, then just breathe 'cause everything's fine, Michael, it's fine."
1,2,Pevita,It's raining garbage.
1,2,Pevita,Run!
1,2,Michael,"No, no, no, I'm gonna run this way."
1,2,Eleanor Shellstrop,Chidi!
1,2,Eleanor Shellstrop,Hey.
1,2,Eleanor Shellstrop,Before you say anything
1,2,Eleanor Shellstrop,"That's it, I just don't want you to say anything."
1,2,Chidi Anagonye,What did you do?
1,2,Eleanor Shellstrop,Nothing!
1,2,Eleanor Shellstrop,It just started raining trash out of nowhere for no reason at all.
1,2,Eleanor Shellstrop,"Okay, fine, fine."
1,2,Eleanor Shellstrop,"My bag broke, and I ditched the trash instead of taking it all the way to the dumpster."
1,2,Eleanor Shellstrop,"But in my defense, there were only five minutes left in flying and I wanted to go flying."
1,2,Chidi Anagonye,How is that a defense?
1,2,Chidi Anagonye,You made a bad choice.
1,2,Eleanor Shellstrop,I made a bad choice?
1,2,Eleanor Shellstrop,"We could have literally been flying, and all you wanted to do was talk about morals."
1,2,Eleanor Shellstrop,"I mean, you're like the worst part of Superman."
1,2,Chidi Anagonye,This is a relief.
1,2,Chidi Anagonye,I can stop my deliberations.
1,2,Chidi Anagonye,"You're a selfish person, and it is pointless to help you."
1,2,Chidi Anagonye,You are on your own.
1,2,Antonio,"Oh, man."
1,2,Antonio,"How 'bout this trash storm, Gunnar?"
1,2,Gunnar,More cleaning up to do.
1,2,Antonio,It's a it's a dream come true.
1,2,Antonio,We're okay!
1,2,Antonio,You can't die here.
1,2,Eleanor Shellstrop,"Come on, I mean, even you have to admit, those guys are psycho."
1,2,Michael,I don't know what's happening to me.
1,2,Michael,"I mean, it's my duty to be calm and in control and I'm falling apart."
1,2,Tahani Al-Jamil,"No, Michael, you are a paragon of fortitude."
1,2,Tahani Al-Jamil,You're a mountain of strength.
1,2,Michael,I'm not a mountain of strength.
1,2,Michael,I'm a canyon full of poo-poo.
1,2,Tahani Al-Jamil,"Jianyu, the architect of this neighborhood has just referred to himself as a canyon full of poo-poo."
1,2,Tahani Al-Jamil,Surely now you will say something.
1,2,Tahani Al-Jamil,Grace us with your vocalized wisdom.
1,2,Tahani Al-Jamil,"Please, I'm begging you."
1,2,Michael,Oh.
1,2,Michael,"Yes, yes, I understand."
1,2,Michael,The strength is inside me.
1,2,Michael,It's been there all along.
1,2,Michael,"No, of course, I can overcome any obstacle."
1,2,Michael,"Oh, thank you, Jianyu, thank you."
1,2,Michael,I'm back.
1,2,Tahani Al-Jamil,You did it.
1,2,Tahani Al-Jamil,"Oh, you have so much to teach me."
1,2,Tahani Al-Jamil,"Maybe I should try to be silent, too."
1,2,Tahani Al-Jamil,"No really, look."
1,2,Tahani Al-Jamil,Here I go.
1,2,Tahani Al-Jamil,Oh!
1,2,Tahani Al-Jamil,That was wonderful!
1,2,Tahani Al-Jamil,So cleansing.
1,2,Kirk,"Just water tonight, huh?"
1,2,Kirk,Designated driver?
1,2,Eleanor Shellstrop,"Yeah, it sucks."
1,2,Kirk,I think it's awesome.
1,2,Kirk,"I mean, someone's got to do it, right?"
1,2,Kirk,I think it's a cool thing to do for people.
1,2,Eleanor Shellstrop,Yeah.
1,2,Eleanor Shellstrop,"No, I meant I meant it sucks that I can't do it more often, you know?"
1,2,Eleanor Shellstrop,I actually prefer it to drinking.
1,2,Eleanor Shellstrop,"Staying sober and knowing my friends will get home safe, that's my buzz."
1,2,Eleanor Shellstrop,"Hey, guys, good news and bad news."
1,2,Eleanor Shellstrop,See that hot bartender over there?
1,2,Eleanor Shellstrop,"He's into me, and we're gonna bang it out."
1,2,Eleanor Shellstrop,"The bad news is, it means I can't drive you guys home."
1,2,Eleanor Shellstrop,But I did call a cab for you guys.
1,2,Eleanor Shellstrop,"But they recognized my number, and they didn't want to come."
1,2,Eleanor Shellstrop,I've thrown up in a lot of cabs.
1,2,Eleanor Shellstrop,So are we good here?
1,2,Betsy,"Eleanor, you have a very important choice to make."
1,2,Betsy,"If you blow us off, you are banned from Thursday night drinks forever."
1,2,Eleanor Shellstrop,"Yeah, I'm good with that."
1,2,Eleanor Shellstrop,I'll see you guys at work.
1,2,Eleanor Shellstrop,Peace!
1,2,Eleanor Shellstrop,"You, let's go."
1,2,Eleanor Shellstrop,Hey.
1,2,Eleanor Shellstrop,How did you know I was here?
1,2,Chidi Anagonye,I saw you from my window.
1,2,Chidi Anagonye,"That's where I live, by the way."
1,2,Chidi Anagonye,Not that you ever asked.
1,2,Chidi Anagonye,What are you doing?
1,2,Eleanor Shellstrop,I went to all the places where I dumped trash earlier and cleaned it up so it couldn't be traced back to me.
1,2,Chidi Anagonye,"Well, it looks like you cleaned up everything."
1,2,Chidi Anagonye,You're doing this because you feel bad.
1,2,Chidi Anagonye,"And you're not even doing it to get me to help you anymore, because I told you that's not gonna happen."
1,2,Eleanor Shellstrop,"Okay, yeah, fine, I felt bad for stupid Gunnar and stupider Antonio and the whole neighborhood."
1,2,Eleanor Shellstrop,I felt bad about what I did.
1,2,Eleanor Shellstrop,It was a weird feeling.
1,2,Eleanor Shellstrop,Not used to it.
1,2,Eleanor Shellstrop,Didn't love it.
1,2,Chidi Anagonye,"Well, feeling remorse about being wrong isn't as good as just doing something right, but it's a start."
1,2,Chidi Anagonye,"Look, I think you're capable of change."
1,2,Chidi Anagonye,And I will help you try.
1,2,Eleanor Shellstrop,"Oh, wow, man, I swear I won't let you down."
1,2,Janet,Hi there.
1,2,Janet,I've collected the worst-smelling garbage that I could find.
1,2,Janet,Do you still want me to dump it inside of Antonio's house?
1,2,Eleanor Shellstrop,What?
1,2,Eleanor Shellstrop,No.
1,2,Eleanor Shellstrop,I did not tell you to do that.
1,2,Eleanor Shellstrop,"You are loco, girlfriend."
1,2,Eleanor Shellstrop,"Okay, I won't let you down starting now."
1,2,Michael,"Ah, Eleanor."
1,2,Michael,Good morning.
1,2,Eleanor Shellstrop,"Michael, do you know what the best part about this place is?"
1,2,Eleanor Shellstrop,You figured out how to make a to-go cup that doesn't leak right where the seam meets the lid.
1,2,Michael,"Oh, I'm so glad you noticed."
1,2,Michael,I was very proud of that.
1,2,Michael,One of the hardest problems I had to solve.
1,2,Michael,"Eleanor, I know what you did."
1,2,Michael,Cleaning up the entire neighborhood by yourself.
1,2,Michael,"I knew you were special, but this is proof."
1,2,Eleanor Shellstrop,"Well, I was just doing my part."
1,2,Eleanor Shellstrop,"You know, and, um since I'm special, your words, I didn't get to fly."
1,2,Michael,I'm sorry.
1,2,Michael,"No, I've had to ban flying for 1,000 years."
1,2,Michael,Too many injuries.
1,2,Michael,"One resident hit a rotting turkey carcass at a 1,000 miles an hour."
1,2,Michael,It just exploded into this fireball of turkey flesh and bones and sinew.
1,2,Michael,"Anyway, enjoy your coffee."
1,2,Michael,And the cup.
1,2,Chidi Anagonye,So I have moved out of my apartment officially and into your guest room.
1,2,Chidi Anagonye,"Figured it would cause less suspicion and make things easier for our ""good person"" lessons."
1,2,Eleanor Shellstrop,Cool.
1,2,Eleanor Shellstrop,"Uh, just FYI, I'm a very loud snorer."
1,2,Eleanor Shellstrop,"And I like to drip dry in the nude, so eyes to yourself, perv."
1,2,Chidi Anagonye,Okay.
1,2,Chidi Anagonye,Fine.
1,2,Chidi Anagonye,Now you got a long way to go to pull this off.
1,2,Chidi Anagonye,It will take hours and hours of studying ethics and moral philosophy.
1,2,Chidi Anagonye,We're gonna have assignments and quizzes and papers.
1,2,Chidi Anagonye,It's gonna be so much fun.
1,2,Eleanor Shellstrop,Remind me what I'm getting out of this again.
1,2,Chidi Anagonye,You get to avoid eternal damnation.
1,2,Eleanor Shellstrop,"Oh, yeah."
1,2,Eleanor Shellstrop,Right.
1,2,Eleanor Shellstrop,"Hey, I got you a present."
1,2,Chidi Anagonye,What?
1,2,Eleanor Shellstrop,Senegal.
1,2,Chidi Anagonye,That's not a present.
1,2,Chidi Anagonye,That's just common decency.
1,2,Eleanor Shellstrop,"Yeah, but I forkin' nailed it."
1,2,Chidi Anagonye,Good talk.
1,2,Eleanor Shellstrop,"Aw, shirt."
1,3,Chidi Anagonye,"So, Aristotle was Plato's student."
1,3,Chidi Anagonye,"And Aristotle believes that your character is voluntary, because it's just the result of your actions, which are under your control."
1,3,Chidi Anagonye,"For example, right now, you have made the insane choice to ignore the person who is literally trying to save you from eternal damnation."
1,3,Eleanor Shellstrop,"No, yeah, yeah, yeah, I'm listening."
1,3,Eleanor Shellstrop,"Uh, I just are we sure we should be paying attention to these guys?"
1,3,Eleanor Shellstrop,"It's like, who died and left Aristotle in charge of ethics?"
1,3,Chidi Anagonye,Plato.
1,3,Eleanor Shellstrop,"Uh, coming!"
1,3,Eleanor Shellstrop,"Uh, we're just kissing."
1,3,Eleanor Shellstrop,And groping?
1,3,Chidi Anagonye,What?
1,3,Tahani Al-Jamil,Hello.
1,3,Chidi Anagonye,Tahani.
1,3,Chidi Anagonye,Hi.
1,3,Chidi Anagonye,What brings you here?
1,3,Tahani Al-Jamil,"You know, I was just, uh, in the neighborhood."
1,3,Tahani Al-Jamil,"Do you get it, Eleanor?"
1,3,Tahani Al-Jamil,"Because, you know, we're all in the same afterlife, so, you know, I'm always in the neighborhood."
1,3,Tahani Al-Jamil,Do you get it?
1,3,Eleanor Shellstrop,"I do, and it's delightful."
1,3,Tahani Al-Jamil,"Anyway, this is for you."
1,3,Tahani Al-Jamil,Just a housewarming plant.
1,3,Tahani Al-Jamil,"It's a little reminder that if there's ever anything that you need, I am right next door."
1,3,Eleanor Shellstrop,How could I possibly forget?
1,3,Eleanor Shellstrop,"Have a great day, Tahani!"
1,3,Tahani Al-Jamil,"Oh, all right."
1,3,Eleanor Shellstrop,Ugh.
1,3,Eleanor Shellstrop,Tahani.
1,3,Eleanor Shellstrop,Welcome to the neighborhood.
1,3,Eleanor Shellstrop,Even though we all arrived here at the same time.
1,3,Eleanor Shellstrop,Here's some dirt I put in a bowl because I'm amazing.
1,3,Chidi Anagonye,I thought it was kind of a nice gesture.
1,3,Eleanor Shellstrop,"Oh, Chidi."
1,3,Eleanor Shellstrop,It's a total con.
1,3,Eleanor Shellstrop,I see through her little act.
1,3,Chidi Anagonye,Her act of being a nice person who brings you gifts?
1,3,Eleanor Shellstrop,Bingo.
1,3,Chidi Anagonye,Okay.
1,3,Chidi Anagonye,I'll I'll remind you that you're trying to learn how to be a good person.
1,3,Eleanor Shellstrop,Mmm-hmm.
1,3,Chidi Anagonye,Maybe you should return the favor and bring her something.
1,3,Eleanor Shellstrop,"Oh, so now I'm supposed to be nice and make friends and treat her with mutual respect?"
1,3,Chidi Anagonye,Yeah.
1,3,Eleanor Shellstrop,"That's exactly what she wants me to do, Chidi."
1,3,Eleanor Shellstrop,Wake up!
1,3,Chidi Anagonye,"That, that's what everyone wants everyone to do."
1,3,Michael,"Hello, Chidi."
1,3,Michael,No frozen yogurt for you this morning?
1,3,Chidi Anagonye,"Oh, uh, no, just, uh, doing some reading."
1,3,Janet,"Ugh, been there, brother."
1,3,Janet,"Workin' hard or hardly workin', am I right?"
1,3,Janet,Hump day.
1,3,Michael,"Uh, sorry."
1,3,Michael,"Janet's functioning as my assistant, but she's a little stiff, so I've been trying to get her to be a little more casual and conversational."
1,3,Janet,I'll have what she's having.
1,3,Michael,It's a work in progress.
1,3,Michael,"Listen, Chidi."
1,3,Michael,I've been studying your file.
1,3,Michael,You're a very interesting case.
1,3,Michael,You essentially only did one thing while you were on Earth.
1,3,Michael,You thought and wrote about ethics.
1,3,Chidi Anagonye,"Yes, I spent 18 years working on my manuscript called, Who We Are and Who We Are Not"
1,3,Michael,"Right. No, no, no."
1,3,Chidi Anagonye,Practical Ethics and Their Application in the Modern World; A Treatise on --
1,3,Michael,"Yes, yes, yes, that's the one."
1,3,Michael,That's the one.
1,3,Chidi Anagonye,Mmm-hmm.
1,3,Michael,I think you should experience new adventures.
1,3,Michael,"You know, do things that you haven't done on Earth, right?"
1,3,Michael,So why don't we meet tomorrow and try out some new hobbies.
1,3,Chidi Anagonye,"Uh, why not?"
1,3,Chidi Anagonye,I'll see you guys tomorrow.
1,3,Janet,Not if I see you first.
1,3,Janet,Where's the beef?
1,3,Michael,I don't know.
1,3,Janet,Hump day.
1,3,Tahani Al-Jamil,"Hello, Eleanor."
1,3,Tahani Al-Jamil,"Jianyu, darling, look, it's Eleanor from next door."
1,3,Eleanor Shellstrop,Is he asleep?
1,3,Tahani Al-Jamil,"Yeah, there's really no way to tell."
1,3,Tahani Al-Jamil,Come on in.
1,3,Tahani Al-Jamil,"What brings you to our home, my dear?"
1,3,Eleanor Shellstrop,"Well, I'm simply repaying your kind gift with a housewarming gift of my own."
1,3,Eleanor Shellstrop,Fresh pears.
1,3,Eleanor Shellstrop,"It's a plant, just like your gift, but you can actually eat them."
1,3,Eleanor Shellstrop,So maybe it's a better gift.
1,3,Eleanor Shellstrop,Who's to say?
1,3,Tahani Al-Jamil,That's so kind.
1,3,Tahani Al-Jamil,"However, in, um, Chinese culture, pears are actually a symbol of bad luck."
1,3,Tahani Al-Jamil,"And I wouldn't want to offend Jianyu, so I'm afraid I'm gonna have to throw these in the garbage."
1,3,Tahani Al-Jamil,But do come and sit down.
1,3,Tahani Al-Jamil,We haven't even had a chance to discuss all of the mayhem in our neighborhood yet.
1,3,Tahani Al-Jamil,It's so disconcerting.
1,3,Eleanor Shellstrop,Yes.
1,3,Eleanor Shellstrop,What do you think is causing it?
1,3,Tahani Al-Jamil,"Oh, I'm sure I don't know."
1,3,Tahani Al-Jamil,But we must keep our heads up.
1,3,Tahani Al-Jamil,"In fact, tomorrow I'm actually going door-to-door to make sure that every single person in this entire neighborhood is keeping calm and carrying on."
1,3,Tahani Al-Jamil,"Cause I think that helping others will make me feel like I truly belong here, you know?"
1,3,Eleanor Shellstrop,"Here's a brainstorm, why don't I go with you?"
1,3,Eleanor Shellstrop,"I mean, I would love to do my part to help the neighborhood, not to mention, get a little bonding time with you, lady."
1,3,Tahani Al-Jamil,"Oh, hurrah!"
1,3,Tahani Al-Jamil,Such fun.
1,3,Eleanor Shellstrop,"I'm telling you, Tahani's out to get me."
1,3,Chidi Anagonye,What are you talking about?
1,3,Eleanor Shellstrop,This note was slipped under my door yesterday.
1,3,Eleanor Shellstrop,It has to be Tahani.
1,3,Eleanor Shellstrop,"She just said to me, ""I want to feel like I truly belong here."""
1,3,Eleanor Shellstrop,"Well, where have I seen the word ""belong"" recently?"
1,3,Eleanor Shellstrop,"Oh, yeah, kaplow!"
1,3,Chidi Anagonye,I really don't think she's the type of person who would write this.
1,3,Eleanor Shellstrop,She is that kind of person and she did write it.
