season,episode,character,line
1,6,Michael,"Anyway, it's been a tough couple of days."
1,6,Michael,"Right now, I could really use a friend by my side."
1,6,Eleanor Shellstrop,"Well, you know me, the person who has audibly promised to help you."
1,6,Eleanor Shellstrop,"So, you need me to house-sit the whole week?"
1,6,Eleanor Shellstrop,Sounds like somebody's gonna have a sweet vacay.
1,6,Paula Ouncerock,"As I told you before, my mom is very sick."
1,6,Paula Ouncerock,I'm gonna help her move into assisted living.
1,6,Eleanor Shellstrop,"Well, I'm here for you."
1,6,Eleanor Shellstrop,"And your Wi-Fi is way better than my neighbor's, so I'm in."
1,6,Paula Ouncerock,It's gonna mean taking care of Lester too.
1,6,Paula Ouncerock,"Walk and feed him twice a day, give him his kidney medicine."
1,6,Eleanor Shellstrop,"Yup, got it."
1,6,Eleanor Shellstrop,Feed his kidneys.
1,6,Paula Ouncerock,Eleanor
1,6,Eleanor Shellstrop,Yeah?
1,6,Paula Ouncerock,This is gonna be a very stressful week for me.
1,6,Paula Ouncerock,I need to know that I can count on you.
1,6,Eleanor Shellstrop,I won't let you down.
1,6,Eleanor Shellstrop,I promise.
1,6,Tahani Al-Jamil,"Jianyu, my love."
1,6,Tahani Al-Jamil,How are you?
1,6,Jason Mendoza,I am decidedly so.
1,6,Tahani Al-Jamil,That's very profound.
1,6,Tahani Al-Jamil,"Um, soulmate."
1,6,Tahani Al-Jamil,An idea.
1,6,Tahani Al-Jamil,"Our neighborhood now features a spa, and it offers couples packages."
1,6,Tahani Al-Jamil,"And I thought maybe we could get facials, and do yoga, and talk in long, discursive sentences."
1,6,Tahani Al-Jamil,What do you say?
1,6,Jason Mendoza,Signs point to yes.
1,6,Tahani Al-Jamil,Oh.
1,6,Tahani Al-Jamil,Marvelous!
1,6,Tahani Al-Jamil,We'll go today.
1,6,Jason Mendoza,"Dude, you got to come with us to the spa."
1,6,Chidi Anagonye,No way.
1,6,Chidi Anagonye,"No, that's really weird."
1,6,Chidi Anagonye,You can't make small talk with her for one day without being caught?
1,6,Jason Mendoza,"No, I can't."
1,6,Jason Mendoza,She freaks me out.
1,6,Jason Mendoza,"She's so pretty, like Nala from The Lion King."
1,6,Jason Mendoza,"And she talks so smart, like Nala from The Lion King."
1,6,Jason Mendoza,You gotta help me.
1,6,Chidi Anagonye,"Well, if I feel sympathy for anyone, it's Tahani."
1,6,Chidi Anagonye,"She's going through the same thing I am, but she doesn't know it."
1,6,Chidi Anagonye,Which means maybe I'm obligated to tell her.
1,6,Chidi Anagonye,"Although, maybe it's better not to know."
1,6,Chidi Anagonye,"Is ignorance bliss, or will the painful truth actually be healing"
1,6,Tahani Al-Jamil,"You ready, Jianyu?"
1,6,Tahani Al-Jamil,"Oh, I cannot wait to just relax, and talk, and chat and just, you know get to know each other."
1,6,Chidi Anagonye,Hey!
1,6,Chidi Anagonye,Maybe I'll come too.
1,6,Tahani Al-Jamil,"Oh, well, Chidi it's just that this is, um this is really more of a couples thing."
1,6,Chidi Anagonye,I know.
1,6,Chidi Anagonye,"But Eleanor's off with Michael, and Jianyu feels comfortable when I'm around."
1,6,Chidi Anagonye,Right?
1,6,Jason Mendoza,Made in Taiwan.
1,6,Chidi Anagonye,"Yes, you were."
1,6,Chidi Anagonye,You were made in Taiwan.
1,6,Chidi Anagonye,So couples date!
1,6,Chidi Anagonye,Let's go!
1,6,Eleanor Shellstrop,I never really looked around your office the first day.
1,6,Eleanor Shellstrop,What is all this junk?
1,6,Michael,"Well, technically, architects aren't allowed to own any human objects, but oh, I just love them so much."
1,6,Michael,"And over here, look at this."
1,6,Michael,Aren't paper clips the most amazing things in the world?
1,6,Eleanor Shellstrop,Yeah.
1,6,Eleanor Shellstrop,Sure.
1,6,Michael,"Anyway, my current theory is that some object in the neighborhood is a design flaw which is causing everything to go haywire."
1,6,Michael,So we need to find that object.
1,6,Michael,We're gonna start with the rocks.
1,6,Michael,"Now, I've investigated all of the rocks in the neighborhood."
1,6,Michael,These 78 are the most suspicious.
1,6,Eleanor Shellstrop,"I mean, maybe to an architect they might look suspicious, but to me, they just look like rocks, so I'm not sure how I can help."
1,6,Michael,Do any of them look defective?
1,6,Michael,Sinister?
1,6,Michael,"You know, like they're taunting you?"
1,6,Michael,Always one step ahead?
1,6,Michael,"You devious little monsters, you."
1,6,Eleanor Shellstrop,"Okay, let's take a deep breath here, buddy."
1,6,Eleanor Shellstrop,You need to chill a little.
1,6,Eleanor Shellstrop,"Cause you have a very psycho, ""burnout guy muttering to himself at a library computer"" type vibe."
1,6,Michael,It's my responsibility to solve the problem.
1,6,Michael,What else can I do except keep working?
1,6,Eleanor Shellstrop,You could stop working.
1,6,Eleanor Shellstrop,"Look, I promised to help you, and honestly, the way I can help you is to force you to take a break."
1,6,Michael,And not working will help me work?
1,6,Eleanor Shellstrop,Yes!
1,6,Eleanor Shellstrop,Recharge the old batteries.
1,6,Eleanor Shellstrop,I promise this is gonna help both of us.
1,6,Eleanor Shellstrop,Let's go.
1,6,Michael,Okay.
1,6,Michael,Let's keep our eyes peeled for twigs that may have a nefarious agenda.
1,6,Eleanor Shellstrop,"Okay, crazy, come on."
1,6,Michael,Yeah.
1,6,Tahani Al-Jamil,"Hello, Janet."
1,6,Tahani Al-Jamil,"Jianyu and I are here for the couples package, please."
1,6,Chidi Anagonye,"And, also, I will be joining them."
1,6,Janet,"Great, and who is the other half of your couple?"
1,6,Chidi Anagonye,"Oh, no, no, it's just me."
1,6,Janet,Couples are pairs of people.
1,6,Chidi Anagonye,"Yup, and, uh, there is a pair of people, Tahani and Jianyu."
1,6,Chidi Anagonye,And then also I am here.
1,6,Janet,"Great, and who will be joining you?"
1,6,Chidi Anagonye,No one.
1,6,Chidi Anagonye,"Um, it's really quite simple, Janet."
1,6,Chidi Anagonye,"They are a couple, and I am a third part of that couple, a helper part who is here for fun and excitement."
1,6,Chidi Anagonye,It's a three-person couple.
1,6,Janet,Does not compute.
1,6,Janet,Does not compute.
1,6,Janet,I'm just kidding.
1,6,Janet,"I mean, it doesn't compute, but I'm not gonna explode or anything."
1,6,Tahani Al-Jamil,Right.
1,6,Tahani Al-Jamil,"Well, I'll see you inside, darling."
1,6,Chidi Anagonye,"Okay, you have to step up."
1,6,Chidi Anagonye,"Find a way to connect with her without, you know, being you."
1,6,Jason Mendoza,What does that even mean?
1,6,Jason Mendoza,Do I talk or not talk?
1,6,Jason Mendoza,"Do I be nice to Tahani, or do I throw all her jewelry in the toilet?"
1,6,Chidi Anagonye,That's the opposite of being nice?
1,6,Jason Mendoza,So no toilet?
1,6,Eleanor Shellstrop,What is it with you and frozen yogurt?
1,6,Eleanor Shellstrop,Have you not heard of ice cream?
1,6,Michael,"Oh, sure, but I've come to really like frozen yogurt."
1,6,Michael,There's something so human about taking something great and ruining it a little so you can have more of it.
1,6,Eleanor Shellstrop,Ha!
1,6,Eleanor Shellstrop,That is very human.
1,6,Eleanor Shellstrop,Why do you need a human to be your assistant?
1,6,Eleanor Shellstrop,"I mean, aren't there more of whatever you are?"
1,6,Michael,"Well, since we're becoming friends, like Ross and Phoebe"
1,6,Eleanor Shellstrop,"Weird combo to pick, but okay."
1,6,Michael,I'm gonna tell you a secret.
1,6,Michael,"Usually, architects don't live in their neighborhoods."
1,6,Michael,"Usually, the people show up, we play the movie, Janet is there to answer questions, and you're on your own."
1,6,Michael,But I had this theory.
1,6,Michael,"I thought transition would be easier if the architect were on-site for at least the first 1,000 years or so."
1,6,Eleanor Shellstrop,"That's why you've been so freaked out, 'cause your butt is on the line."
1,6,Michael,My boss thought I was nuts.
1,6,Michael,"And if this neighborhood doesn't work, I am in big trouble."
1,6,Michael,"But more importantly, I promised all of you that you would be safe and happy."
1,6,Michael,And you just don't break a promise.
1,6,Michael,"Unlike Ross, when he promised Emily not to talk to Rachel."
1,6,Eleanor Shellstrop,"Wow, you are really into that show."
1,6,Michael,You know something?
1,6,Michael,I feel better already.
1,6,Michael,Should we get back to work?
1,6,Eleanor Shellstrop,The whole point is to stop thinking about work and start having fun.
1,6,Eleanor Shellstrop,"Now, what should we do first?"
1,6,Michael,This is so interesting!
1,6,Michael,"I mean, there's no point to it."
1,6,Michael,The images on the screen relate to nothing.
1,6,Michael,"Some time passed, and then it was over."
1,6,Eleanor Shellstrop,That's karaoke!
1,6,Michael,"Oh, let's do it again."
1,6,Janet,"Okay, my hands are heated to the ideal 105 degrees."
1,6,Janet,Who would like to go first?
1,6,Tahani Al-Jamil,"Oh, well, what if I go first, and then perhaps Jianyu could stand near me and share some intimate aspects of his life?"
1,6,Chidi Anagonye,"Or what if while Janet massages Tahani, I massage Jianyu?"
1,6,Tahani Al-Jamil,"Jianyu, darling, let's discuss the arts."
1,6,Tahani Al-Jamil,I adore the impressionists.
1,6,Tahani Al-Jamil,Who's your favorite artist?
1,6,Jason Mendoza,"I mean, Pitbull changed the game --"
1,6,Chidi Anagonye,"Sorry, just working the oft-neglected mandible area."
1,6,Michael,"Oh, man!"
1,6,Michael,I didn't even want that thing.
1,6,Michael,Why am I trying to win it?
1,6,Eleanor Shellstrop,Because the machine says it's a prize.
1,6,Michael,How many tickets do I get?
1,6,Michael,Six?
1,6,Michael,Is that all?
1,6,Eleanor Shellstrop,"Well, watch this."
1,6,Michael,Is that allowed?
1,6,Eleanor Shellstrop,Not really.
1,6,Eleanor Shellstrop,But it is a time-honored tradition.
1,6,Michael,Say no more.
1,6,Michael,I got it.
1,6,Michael,I got it.
1,6,Michael,You know something?
1,6,Michael,"As much as I've always wanted to be around humans, I think I've missed a big part of what makes them wonderful."
1,6,Michael,Sometimes all you guys think about is how you can have the most fun.
1,6,Eleanor Shellstrop,Exactly!
1,6,Eleanor Shellstrop,That was practically my mantra.
1,6,Eleanor Shellstrop,"What's up, dong bait?"
1,6,Brittany,Ha-ha.
1,6,Brittany,Drop everything you're doing.
1,6,Brittany,Rihanna is performing in Vegas.
1,6,Brittany,I got tickets.
1,6,Brittany,We are road-tripping.
1,6,Eleanor Shellstrop,"Oh, I can't!"
1,6,Eleanor Shellstrop,"I promised I'd house-sit one more day, and I have to feed this stupid dog."
1,6,Brittany,"I'm sorry, does this dog smoke blunts topless on a yacht like a boss?"
1,6,Brittany,Cause that's how Ri-Ri do.
1,6,Eleanor Shellstrop,That's a very good point.
1,6,Brittany,This is floor seats in Vegas for Rihanna.
1,6,Brittany,The booze is free there.
1,6,Brittany,Do I really need to keep going?
1,6,Eleanor Shellstrop,"Okay, this is dinner tonight, breakfast tomorrow I have an idea."
1,6,Eleanor Shellstrop,This is in case of emergency.
1,6,Eleanor Shellstrop,Do not eat this unless it's an emergency.
1,6,Eleanor Shellstrop,Wow.
1,6,Eleanor Shellstrop,I'm ready to be a mom.
1,6,Janet,I'm having trouble getting this mask to stick.
1,6,Tahani Al-Jamil,"Yes, it's 'cause my pores are just so small."
1,6,Tahani Al-Jamil,There's no way anything could ever adhere to my skin.
1,6,Tahani Al-Jamil,"It's a curse, really."
1,6,Tahani Al-Jamil,"Jianyu, what are your pores like?"
1,6,Tahani Al-Jamil,"Janet, can you show me to the sauna, please?"
1,6,Chidi Anagonye,"Dude, she's trying so hard, and you're giving her nothing!"
1,6,Chidi Anagonye,Just pick a fact that you know about her and just muddle through.
1,6,Chidi Anagonye,She said she likes impressionist paintings.
1,6,Jason Mendoza,Impressionist paintings?
1,6,Jason Mendoza,"Okay, say no more."
1,6,Chidi Anagonye,"No, no, no, I definitely feel like I need to say more."
1,6,Chidi Anagonye,Jianyu
1,6,Eleanor Shellstrop,So would you say I helped you today?
1,6,Michael,"Oh, so much."
1,6,Michael,"I had fun, I didn't think about my problems, and I won this ugly yellow toddler, which is one of the most beautiful things I've ever seen."
1,6,Michael,Thank you so much.
1,6,Eleanor Shellstrop,"All right, I'll see you tomorrow, friend."
1,6,Chidi Anagonye,You sure this is where you want to be right now?
1,6,Chidi Anagonye,At the Tea for Two couples cafe?
1,6,Tahani Al-Jamil,"There's no use avoiding it, Chidi."
1,6,Tahani Al-Jamil,I'm alone.
1,6,Tahani Al-Jamil,Jianyu and I have nothing in common.
1,6,Tahani Al-Jamil,I just want a soulmate.
1,6,Tahani Al-Jamil,"Someone I can share my passions with, someone who I can talk to about the ethereal colors of a Degas."
1,6,Chidi Anagonye,I love Degas.
1,6,Chidi Anagonye,"I took painting lessons as a kid, and Degas was always my inspiration."
1,6,Tahani Al-Jamil,And do you like France as much as I do?
1,6,Chidi Anagonye,"Well, they enslaved my country for 300 years."
1,6,Chidi Anagonye,"So, no."
1,6,Chidi Anagonye,But they have great museums.
1,6,Tahani Al-Jamil,Yes.
1,6,Waitress,"Welcome to my cafe, you two."
1,6,Waitress,We have a special on soulmate muffins.
1,6,Waitress,Two for the price of zero.
1,6,Waitress,Everything is free.
1,6,Chidi Anagonye,"Oh, well, we're not soulmates."
1,6,Tahani Al-Jamil,No.
1,6,Chidi Anagonye,We're just soul friends.
1,6,Waitress,Oh.
1,6,Eleanor Shellstrop,"Hey, buddy."
1,6,Eleanor Shellstrop,I have all new fun stuff for us to do today.
1,6,Michael,"Eleanor, I have huge news."
1,6,Michael,Not working actually worked.
1,6,Eleanor Shellstrop,It did what now?
1,6,Michael,"After our day off, with a completely clear head, I realized part of what makes humans so fun is that they're unpredictable."
1,6,Michael,The chaos we've been experiencing is exactly what would happen if a resident behaved unpredictably.
1,6,Michael,"The problem in our neighborhood, it's not a rock or an object."
1,6,Michael,It's one of the people.
1,6,Michael,Oh!
1,6,Michael,We need to celebrate.
1,6,Michael,"I know, okay"
1,6,Michael,Paper clip shower!
1,6,Eleanor Shellstrop,"So do you think we're looking for a man, or do you think we're looking for two men?"
1,6,Michael,Not sure.
1,6,Michael,We don't know anything about this person.
1,6,Michael,"I mean, does he or she even know that they caused all these problems?"
1,6,Michael,"No, that can't be."
1,6,Michael,"I mean, what kind of monster would wreak havoc and then say nothing?"
1,6,Michael,So this is the main place where the garbage fell from the sky.
1,6,Michael,Janet.
1,6,Janet,Hi there.
1,6,Michael,I need a list of everyone that was here on garbage duty during orientation.
1,6,Michael,"Oh Eleanor, our criminal is on this very short list."
1,6,Janet,People were flying that day too.
1,6,Janet,I'll add everybody who flew overhead.
1,6,Michael,"Eleanor, our criminal is on this much longer list."
1,6,Jason Mendoza,"Oh, hey, homey."
1,6,Jason Mendoza,Thanks for your advice.
1,6,Jason Mendoza,I'm about to give Tahani the best gift ever.
1,6,Jason Mendoza,Check it.
1,6,Chidi Anagonye,What?
1,6,Jason Mendoza,"She likes impressionist paintings, right?"
1,6,Jason Mendoza,"I got her a painting of the best impressionist of all time, Frank Caliendo."
1,6,Jason Mendoza,He can do it all.
1,6,Jason Mendoza,"Fat Al Pacino, fat Jerry Seinfeld, regular John Madden."
1,6,Jason Mendoza,"""Say hello to my little friend."
1,6,Jason Mendoza,"Forget about it."""
1,6,Michael,This is where the sinkhole opened up.
1,6,Michael,And the guest list that night was limited.
1,6,Janet,There were a total of 30 people here that night.
1,6,Eleanor Shellstrop,"Only 30, huh?"
1,6,Michael,Yeah!
1,6,Michael,How do you pump your fist again?
1,6,Michael,Is this it?
1,6,Janet,"But, 66 others passed through to take a look before it opened, and everyone else in the neighborhood was in a close radius."
1,6,Eleanor Shellstrop,"Oh, boy, that doesn't narrow it down at all."
1,6,Eleanor Shellstrop,Feels like the end of the road.
1,6,Eleanor Shellstrop,"End of the Road, Boyz II Men, karaoke."
1,6,Eleanor Shellstrop,Let's go.
1,6,Eleanor Shellstrop,Don't think about it too much.
1,6,Michael,Janet.
1,6,Michael,"My hoodie, please."
1,6,Eleanor Shellstrop,What's happening?
1,6,Michael,I give up.
1,6,Michael,I can't help the people I promised that I would help.
1,6,Michael,"I feel like Friends in Season 8, out of ideas and forcing Joey and Rachel together, even though it made no sense."
1,6,Michael,I hope the sinkhole opens up again and swallows me whole.
1,6,Eleanor Shellstrop,Paula!
1,6,Eleanor Shellstrop,"Hey, girl."
1,6,Eleanor Shellstrop,How's the dog?
1,6,Paula Ouncerock,"Still fat, Eleanor."
1,6,Paula Ouncerock,Still fat.
1,6,Paula Ouncerock,The vet says his stomach expanded to the size of a basketball and that it will never shrink.
1,6,Eleanor Shellstrop,"Oh, well, that's not my fault."
1,6,Eleanor Shellstrop,How was I supposed to know he would literally eat all of the food?
1,6,Paula Ouncerock,It shouldn't have been an issue.
1,6,Paula Ouncerock,"You were supposed to be there, but you broke your promise as soon as it wasn't convenient for you, and now I have a very bulbous dog."
1,6,Eleanor Shellstrop,"Well, you know what?"
1,6,Eleanor Shellstrop,You're rude.
1,6,Eleanor Shellstrop,Cause you didn't even ask me how the Rihanna concert was.
1,6,Eleanor Shellstrop,She was very late.
1,6,Eleanor Shellstrop,And a little drunk.
1,6,Eleanor Shellstrop,"I promised to help you, and I will, however I can."
1,6,Eleanor Shellstrop,"If you want to look at a million rocks like a psychopath, I'll be there."
1,6,Eleanor Shellstrop,"If you want to just lay here and cry in your hoodie, I'm cool with that."
1,6,Eleanor Shellstrop,"Honestly, I don't know how I can help you, 'cause I'm just a person and you're, like, this super-magical Orville Redenbacher-type guy who invented this entire universe, but I'll do my best."
1,6,Eleanor Shellstrop,I'm right here.
1,6,Michael,"Oh, my gosh."
1,6,Michael,Of course.
1,6,Michael,How did I not see it?
1,6,Michael,Janet I found the answer to the problem.
1,6,Michael,Call a neighborhood meeting.
1,6,Janet,Should it be festive and casual or moribund and devastating?
1,6,Michael,"Moribund and devastating, please."
1,6,Janet,Great!
1,6,Tahani Al-Jamil,"Hello, Jianyu, Chidi."
1,6,Tahani Al-Jamil,What's this?
1,6,Jason Mendoza,I made you a art.
1,6,Tahani Al-Jamil,It's three of me.
1,6,Tahani Al-Jamil,"It's ballerinas, painted in the style of the impressionists."
1,6,Tahani Al-Jamil,Of course.
1,6,Tahani Al-Jamil,"You don't say things, but you do things."
1,6,Tahani Al-Jamil,And you feel things.
1,6,Tahani Al-Jamil,Only my true soulmate could ever give me such a perfect gift.
1,6,Tahani Al-Jamil,Thank you!
1,6,Chidi Anagonye,What's going on?
1,6,Eleanor Shellstrop,"Well, I did what you said."
1,6,Eleanor Shellstrop,"I honored my agreement to help Michael find the problem, and he found the problem."
1,6,Chidi Anagonye,"Oh, I'm so sorry."
1,6,Eleanor Shellstrop,"After I'm gone, take down the rest of those clown paintings."
1,6,Eleanor Shellstrop,But leave up the sexy mailman.
1,6,Eleanor Shellstrop,To remember me by.
1,6,Michael,Thank you all for your patience with the problems in our neighborhood.
1,6,Michael,I have finally discovered the cause.
1,6,Michael,There was one common link among every incident.
1,6,Michael,"And when I figured it out, it was a shock."
1,6,Michael,But there's no escaping it.
1,6,Michael,The problem is me.
1,6,Michael,"And now, I have to leave you forever."
1,7,Chidi Anagonye,"Michael, you can't be the problem."
1,7,Michael,"Oh, but I am."
1,7,Michael,"You see, architects aren't supposed to live in the neighborhoods they design, but I love humans, so I wanted to try."
1,7,Michael,I see now that was a mistake.
1,7,Michael,My meddling is the one true constant in all of our disasters.
1,7,Michael,"I tried to force Jianyu into opening up, which caused a sinkhole to open up."
1,7,Michael,"I kicked a puppy into the sun, and garbage rained down."
1,7,Michael,"I grossly underestimated the number of shrimp needed for the opening-night party, and what flew through the sky the next day, taunting me for my failures?"
1,7,Michael,"I'm sorry, everyone."
1,7,Michael,I'm truly sorry.
1,7,Michael,Janet?
1,7,Michael,Please call a train to escort me into retirement.
1,7,Michael,"You see, the only way in and out of a neighborhood is by train, and Janet is the only one who can operate them."
1,7,Michael,"Oh, my dear Janet."
1,7,Michael,Will you be okay after I leave?
1,7,Janet,Yes.
1,7,Janet,This will not affect me in any way.
1,7,Eleanor Shellstrop,"Jeez, show some compassion."
1,7,Janet,"Well, I can't feel sad, but here's my best approximation of human crying."
1,7,Michael,"Oh, Janet, that was beautiful."
1,7,Janet,Yeah.
1,7,Chidi Anagonye,What did you say to him?
1,7,Chidi Anagonye,Did you make him do this somehow?
1,7,Eleanor Shellstrop,"Nope, this was entirely his idea."
1,7,Eleanor Shellstrop,"Dude, this is good news."
1,7,Eleanor Shellstrop,"Michael's gonna get a chill retirement, which, frankly, he desperately needs, and I can finally relax."
1,7,Eleanor Shellstrop,It's forking perfect.
1,7,Chidi Anagonye,"No, it's terrible."
1,7,Chidi Anagonye,Michael's wrong.
1,7,Chidi Anagonye,He's not the problem.
1,7,Eleanor Shellstrop,"Well, Michael did bring me here, which was the mistake that led to all the other problems."
1,7,Eleanor Shellstrop,"So, in that sense, he is the real problem."
1,7,Eleanor Shellstrop,Ha!
1,7,Eleanor Shellstrop,How do you like them ethics?
1,7,Eleanor Shellstrop,"I just ethics'd you in the face, Chidi!"
1,7,Chidi Anagonye,It doesn't change the fact that we weren't truthful.
1,7,Chidi Anagonye,"There's an old Chinese proverb ""Lies are like tigers."
1,7,Chidi Anagonye,"They are bad."""
1,7,Eleanor Shellstrop,That's it?
1,7,Chidi Anagonye,It's more poetic in Mandarin.
1,7,Eleanor Shellstrop,"Look, Michael is retiring."
1,7,Eleanor Shellstrop,"He's gonna be on an angel boat somewhere, smoking moonbeam cigars."
1,7,Eleanor Shellstrop,"Now, Tahani is throwing him a good-bye party."
1,7,Eleanor Shellstrop,Let's go help out.
1,7,Chidi Anagonye,"Sure, that will more than make up for the pain and misery and lying."
1,7,Eleanor Shellstrop,"Yes, now you're getting it."
1,7,Henry,"Hey, Chidi, just read your article on logical positivism so dry."
1,7,Chidi Anagonye,"Oh, thanks, Henry."
1,7,Chidi Anagonye,Whoa!
1,7,Chidi Anagonye,New boots.
1,7,Henry,"Oh, yeah, just got 'em."
1,7,Henry,"Saw them in the store, and I was just like, ""Whoa!"""
1,7,Henry,Tell the truth do you like 'em?
1,7,Chidi Anagonye,"Oh oh, yeah."
1,7,Henry,Not too red?
1,7,Chidi Anagonye,No.
1,7,Henry,Crystals aren't too much?
1,7,Chidi Anagonye,Crystals are not too much.
1,7,Henry,"Oh, well, that makes me feel much better 'cause I was really going back and forth over whether they were worth the money."
1,7,Henry,They were super expensive.
1,7,Chidi Anagonye,"Yeah, well, they're, uh, amazing."
1,7,Chidi Anagonye,Those are the coolest boots I've ever seen in my life.
1,7,Henry,"Thanks so much, buddy."
1,7,Chidi Anagonye,Right.
1,7,Chidi Anagonye,Bye.
1,7,Chidi Anagonye,My God what have I done?
1,7,Tahani Al-Jamil,"Tonight needs to be the perfect blend of celebratory, reverential, bittersweet, upbeat, fun, and effortless."
1,7,Tahani Al-Jamil,This is #TahaniTime.
1,7,Michael,What is all this?
1,7,Tahani Al-Jamil,"Oh, no, Michael, you're not supposed to see it till it's all set up."
1,7,Tahani Al-Jamil,"But, well welcome to your retirement party."
1,7,Michael,Hm.
1,7,Tahani Al-Jamil,"Look, over there, I've even set up a buffet of themed desserts, like retire-mint chocolate cake"
1,7,Michael,Ah.
1,7,Tahani Al-Jamil,"Or a, flan-voyage."
1,7,Michael,"Oh, boy."
1,7,Tahani Al-Jamil,"Oh, and here we have a pinata shaped like you, which is always fun."
1,7,Tahani Al-Jamil,"By the way, uh, what's your favorite color for the tablecloths?"
1,7,Michael,"Well, it's not perceptible by human eyes."
1,7,Michael,It's called pleurigloss.
1,7,Tahani Al-Jamil,Could you describe it?
1,7,Michael,It's the color of when a soldier comes home from war and sees his dog for the first time.
1,7,Tahani Al-Jamil,Hmm.
1,7,Tahani Al-Jamil,How about blue?
1,7,Michael,"Tahani, I'm so sorry."
1,7,Michael,We need to cancel this party immediately.
1,7,Tahani Al-Jamil,But why?
1,7,Michael,"For a being like me, retirement is not something fun."
1,7,Chidi Anagonye,"What is ""retirement"" for you exactly?"
1,7,Michael,"Well, I wasn't gonna share this so as not to upset you, but it's a an extreme form of punishment."
1,7,Michael,"We call it, ""The Eternal Shriek""."
1,7,Michael,"My soul will be disintegrated, and each molecule will be placed on the surface of a different burning sun."
1,7,Michael,And then my essence will be scooped out of my body with a flaming ladle and poured over hot diamonds.
1,7,Tahani Al-Jamil,"Oh, but the diamonds sound lovely."
1,7,Michael,They're not
1,7,Michael,"And then what's left of my body will be endlessly beaten with a titanium rod, like a"
1,7,Tahani Al-Jamil,Like a pinata.
1,7,Michael,"Yes, except you have the string around my waist, but instead it will definitely be around my genitals."
1,7,Chidi Anagonye,What?
1,7,Tahani Al-Jamil,"Oh, Michael, I'm so sorry."
1,7,Michael,Mm.
1,7,Tahani Al-Jamil,I was just trying to honor you.
1,7,Tahani Al-Jamil,"Please, allow me to re-conceive the event."
1,7,Michael,Of course.
1,7,Tahani Al-Jamil,"All right, everyone, we're starting over."
1,7,Tahani Al-Jamil,"The key word for tonight is just, ""somber""."
1,7,Tahani Al-Jamil,"Jianyu, my love, we're gonna have to get rid of all of the party poppers immediately."
1,7,Tahani Al-Jamil,"No, not by using them."
1,7,Tahani Al-Jamil,"No, Jianyu."
1,7,Tahani Al-Jamil,Done.
1,7,Eleanor Shellstrop,He's gonna be tortured?
1,7,Eleanor Shellstrop,Dang it.
1,7,Eleanor Shellstrop,"I was almost handed a perfect solution to all my problems without having to work for it at all, and now it's gone."
1,7,Eleanor Shellstrop,Why do bad things always happen to mediocre people who are lying about their identities?
1,7,Chidi Anagonye,"Okay, you have two options."
1,7,Chidi Anagonye,"You can confess and save Michael, or you can continue to lie and condemn him to an eternity of unimaginable pain."
1,7,Eleanor Shellstrop,Or option C continue to lie about myself and find a way to save Michael.
1,7,Eleanor Shellstrop,Can we somehow throw Tahani under the bus?
1,7,Eleanor Shellstrop,"That would be a classic ""two birds with one stone"" scenario."
1,7,Eleanor Shellstrop,"Plus, I'd get her house."
1,7,Eleanor Shellstrop,Three birds.
1,7,Chidi Anagonye,"No, there's no way to stop this except confessing."
1,7,Chidi Anagonye,"Any moment now, Michael is going to get on that train, and we will never see him again, just like Professor Lindeman after I asked him to reread my 3,600-page manuscript."
1,7,Chidi Anagonye,"He said he was going out for cigarettes, but then he just left his tenured position at the Sorbonne."
1,7,Eleanor Shellstrop,Great story.
1,7,Eleanor Shellstrop,Janet?
1,7,Janet,"Hi, there."
1,7,Eleanor Shellstrop,Hi.
1,7,Eleanor Shellstrop,So the only way out of the neighborhood is a train?
1,7,Janet,That's correct.
1,7,Janet,"I am the only one who can call the train, and it needs me to operate."
1,7,Janet,Choo-choo!
1,7,Eleanor Shellstrop,"One more question, and, um, this is a little weird, but can we, uh, shut you down?"
1,7,Janet,"Yes, great question."
1,7,Janet,There is a kill switch in a remote sector of the neighborhood in the event that I malfunction and attempt to harm the residents.
1,7,Janet,"If you press it, I will be destroyed."
1,7,Janet,Anything else?
1,7,Eleanor Shellstrop,"No, that's good, thanks."
1,7,Janet,Okay.
1,7,Chidi Anagonye,Whoa.
1,7,Chidi Anagonye,You want to kill Janet?
1,7,Eleanor Shellstrop,Michael can't retire if he can't leave.
1,7,Eleanor Shellstrop,He can't leave if there's no Janet to run the train.
1,7,Eleanor Shellstrop,It's a perfect solution.
1,7,Eleanor Shellstrop,"Janet, high five, please?"
1,7,Eleanor Shellstrop,"Thanks, babe."
1,7,Chidi Anagonye,You cannot kill Janet.
1,7,Chidi Anagonye,Killing is one of the most famous moral no-nos.
1,7,Eleanor Shellstrop,"Janet is a non-human object who was sent here to help us, and the way she can help us is if we kill her."
1,7,Eleanor Shellstrop,"We're doing one small murder-y thing for a bigger, better reason."
1,7,Eleanor Shellstrop,The ends justify the means.
1,7,Chidi Anagonye,Do you know who said that?
1,7,Eleanor Shellstrop,"Was it someone nice and great, like Oprah?"
1,7,Chidi Anagonye,It was Machiavelli a very non-Oprah-like figure.
1,7,Chidi Anagonye,And what happens after we kill her?
1,7,Chidi Anagonye,"We'll have to lie to everyone about what we did, and lying is always wrong."
1,7,Chidi Anagonye,Why?
1,7,Chidi Anagonye,Why would I tell Henry that I liked his boots?
1,7,Chidi Anagonye,I don't like his boots.
1,7,Chidi Anagonye,I hate his boots.
